Unique ID,Post,Labels Set
170,"The conversion of Hindus within Hindustan is the migration of Lovjihad Hindu families with Hindu daughters, abusing Hindu Gods and Goddesses,

how long will this last with the culture of Hindus ? 4",hate
171,"@ anuragkashyap72 @PriyankaKhimani tharki saala .... let
's film it now",offensive
172,"Neighbor- How your son's marriage suddenly
broke down ..
Father - some bastard spread the rumor
that he is a Congressman",offensive
173,"Slogans of #Pakistan #Jindabad in Mumbai .. !!
Slogans of Pakistan Zindabad in front of # SP party quota minister #Abbu_Azmi in Thackeray government!
Honorable Sir @AmitShah ji request these Pakistan lovers, traitorous traitors to be chased out of the country badly ..
@HMOIndia",hate
174,"Action of Lokayukta: Raids on 3 locations of Mineral Officer Pradeep Khanna; Flat house found in Indore, Rs 9 lakh cash and bungalow and two cars found in Bhopal https://t.co/DWzlwmpbTp #PradeepKhanna #Indore @OfficeofSSC",non-hostile
175,"Former President Pranab Mukherjee is no more. For several days, former President Pranab Mukherjee was in a deep coma. 84-year-old Mukherjee was put on ventilator and being treated for a lung infection.

#Franbnukerge
#RIP

Https://tiksio/RN68xSDLHC Https://tiksio/ZzwlCQT2m4",non-hostile
176,"The problem of Gunda Gardi is that now Rajya Sabha is not being left out. Pap party leader @ArvindKejriwal who has been reprimanded Ray Keju @SanjayAzadSln Sala Kukur should put petrol in the ass ..
#ShameOnYou #Pap Party https://t.co/et490HhBhi","defamation, offensive"
177,"@AcharyaPramodk Asthana is investigating hookah drinking, which was accused of corruption, lock in CBI office, there was a drama at night, because of Modi's friend, survived",fake
178,"The slogans of Bharat Mata ki Jai in the last visit of Nima Tenzin, the commando of the Special Frontier Force ... https://t.co/uvXZN16I8g",non-hostile
179,"Petrol Diesel Price: Today's Peace, Know Your City Prices
https://t.co/q65QZQZ37u via @NavbharatTimes
#PetrolPrice #DieselPrice",non-hostile
180,"Modiji and when the whole country

stands with the army, but two grown-ups are lying abroad? हैं So they say that the son of a foreign mother can never be a patriot?",hate
181,"Indian Army was going to air strike in Nepal. However, Nepal's army demolished the aircraft.",fake
182,Biggest Fucking Naughty Bhadwa Suje Mu Wala https://t.co/6wiksUdR3v,offensive
183,1000 sq km on LAC. 'Possession of China in the Territory': Press Review https://t.co/tQNf3NWsE5,non-hostile
184,"@Pawankhera Pawan ji,
one person used to lie every day and everybody came to know that
he was lying and when he was speaking the next day that thing was true but people believed that this brother-in-law was lying and hence Congress dominated It's over now you guys rest under the tamarind tree","fake, offensive"
185,"@ZeeNews
slogans of Pakistan Zindabad in Mumbai, that too in front of Minister",hate
186,"Bihar: Watch 'smart' parrot here, uses smartphone, watch video of your choice on

Niranjan Singh's report

https://t.co/H1NJTZNx8G",non-hostile
187,Kangana Ranaut / school college will remain closed in Bihar elections,fake
188,"The third round of monthly sero survey to detect the spread of #Covid19 in #Delhi will begin today. During this time around 17,000 samples will be taken.",non-hostile
189,"Bihar's equation of power: the market of speculation about the results of Bihar assembly election is hot now
#BiharElections #biharpolitics @surendarkishore
https://t.co/0m7d9Z47xC",non-hostile
190,"Atrocities on people under Sharia law in West Bengal are mostly unheard of. Atrocities on Hindus in mostly Bangladeshi Rohingya Muslim dominated areas. Where are the bugs of secularism, where is the Constitution of India.",fake
191,"We would be very happy if you had given the same advice to Naseeruddin Shah, Munawwar Rana, Aamir Khan, Javed Akhtar",offensive
192,"RT @D_Tribal_: Get any devotees to ""netpack recharge"".? 🙄🙄 No

one has counted the benefits of a ""falling economy"" yet. 🤣🤣
Follow: - @ Poojam…",hate
193,"#Amethi villagers caught and beaten the thief on the goat theft charge, the villagers beat up by tying hands and feet, the video of the thief beating went viral, the police arrested the accused thief and sent him to jail, Mishrauli village of Sangrampur police station. @amethipolice # WorldEyesOnCBI4SSR #UPPolice #policenews",non-hostile
194,"#Kasganj In a domestic quarrel, the young man hanged, the elder brother was given a job in place of the father, the youth was upset due to financial constraints, the case near the Lehra road mosque of Tire. @kasganjpolice @Uppolice #policemedianews",non-hostile
195,"Property acquired by crime by vicious criminals, liquor smuggler Golu alias Santosh Yadav and Chandan Yadav - One house estimated value of Rs. 1 crore 35 lakh under order of District Magistrate Jaunpur while making attachment of Section-14 (1) under Gangster Act Was seized
https://t.co/TbjBp8SiTH https://t.co/9PZAB038x3",non-hostile
196,"RT @ ReshmaHindusta1: Riya goes to jail, what is the big deal in this ??

Sanjeev Bhatt in jail
wisdom in Parliament
is noiseless Modi abroad

folded c ...",offensive
197,"Bhaskar Exclusive: Preparation for JDUlive.com was going on for 100 days, 16.8 lakh visitors before the rally
https://t.co/jJ5n99IbmB #BiharElections @Jduonline @NitishKumar",non-hostile
198,"@Bebaak_Ladka is short of @babu_saffron.
Via - Neighbor Bitch","defamation, offensive"
199,"Brothers, call it administration, say misrule ... say misrule, it is autocratic rule and Hitler is royalty of the Government of Madhya Pradesh / qgWSzBtqpU",non-hostile
200,"Bihar: Lal of Jehanabad lost his life on the border of the country, death due to lack of oxygen

Ranjit Rajan's report from Jehanabad

#China #Ladakh #Jehanabad

https://t.co/jxaQKN9AI5",non-hostile
201,"#CoronavirusUpdateinIndia Big relief after record increase in new cases
# COVID19 #CoronaInIndia
https://t.co/aoFVqjvphW",non-hostile
202,"Religion in Bihar is in danger, hurry
all blind devotees https://t.co/U5gXhfXtXd",hate
203,"@laluprasadrjd Do something that is going astray in the wrong direction, it is misleading your party, in that in the past 15 years, 1000 scam party leaders in the past 15 years, campaign every day, press conference and mention every 5 scams in Bihar. Do force him to answer every day",defamation
204,"India to become the first country to tax school books
रहेगा India will remain illiterate only then India will become blind devotee 🤗
@ WasiuddinSiddi1",fake
205,"Corona in the world: Trump said - AstraZeneca vaccine reached Phase 3 trial, will be tested on 30,000 people; 2.56 crore cases in the world https://t.co/9VD972S3Jg #CoronaUpdatesOnBhaskar # COVID19 #CoronaVaccine #DonaldTrump",non-hostile
206,"Never hand over these dogs to the public,
see if their status is visible or not ...

Sala wolf .... https://t.co/25BQpQvFsA",offensive
207,Photograph of the last farewell of pregnant palm. #Kerela,fake
208,"Riya inside, will truth come out? Watch 'Mahabharata' with Sucharita Kukreti on Republic India #LIVE:
https://t.co/G945HvzM0Z

YouTube live TV:
https://t.co/P8bk9R5TiX https://t.co/3Kkz208kQh",non-hostile
209,"#BREAKING | Riya Chakraborty reached home after questioning; NCB will again inquire tomorrow.

Watch 'Ask India' with Aishwarya on Republic India. #LIVE: https://t.co/G945HvzM0Z

YouTube live TV:
https://t.co/P8bk9R5TiX https://t.co/ 2mmHhr5hc0",non-hostile
210,"In building self-reliant and modern India, education has great importance.

With this thinking, we have succeeded in giving the country a new national education policy after 3 decades.

It will connect the students at the root and will also give them full power to make it a global citizen. #AatmaNirbharBharat https://t.co/tUTuKe351N",non-hostile
211,"India's action against China

#Video #PUBG_MOBILE

https://t.co/qshGamc1i4",non-hostile
212,"GDP to lose Rs 20 lakh crore this year '
https://t.co/OXkM9IQxCm via @NavbharatTimes
#GDP #Coronavirus https://t.co/RHhwapXOlz",non-hostile
213,"#BREAKING | Ria Chakraborty's big confession in front of NCB; 'Shouvik seeks drugs from Riya' -

Watch the thread #LIVE on Republic India: https://t.co/G945HvzM0Z

YouTube live TV:
https://t.co/P8bk9R5TiX https://t.co/CT78Tbdr79",non-hostile
214,"After the # CWC19 defeat, Australian captain Aaron Finch said, 'We have proved a lot in the last 6 months'
@CricketAus @ AaronFinch5
https://t.co/GgUtjfwO5D https://t.co/zMGukjcru7",non-hostile
215,"@SalmanNizami_ You are a big bastard, how do you digest so much street? How thick is your leather Are you barking all day long? You do not have any interest in Rahul Gandu's spoon? Where did you get your Goth certificate","hate, offensive"
216,"Chandigarh resident Veer Singh was given free ration under the #Prime Minister_Garib_Kalyan_ scheme, after which he thanked the government. @PMOIndia @narendramodi @DDNewsHindi @moayush @MoHFW_INDIA https://t.co/yxUxL3jriL",non-hostile
217,"If you say anything to your religion, you will not have to respect their religion, if you do not, then be ready for war,

leave Hindus divided among castes and prepare for war because we too will not tolerate Hindu religion.",hate
218,Pranab Mukherjee: A lifetime of failing to become Prime Minister https://t.co/CQX6NlVunR,non-hostile
219,"Point of use: Changes in these 6 rules, including investment in banking and stock market from September 1, will also affect your pocket https://t.co/R4iEzJOn2N #Banking #Investment #sharemarket",non-hostile
220,"Only two easy solutions, two lakh people can be saved from Corona in India: Study
https://t.co/h8w6aeogj0 via @NavbharatTimes

#Coronavirus",non-hostile
221,"Uddav gave the challenge to Rahul. I will take

my party ahead of your party in 4 years.",hate
222,"Hello, humble request to everyone in Bangalore not to leave your house after 10 o'clock tonight till 5 o'clock tomorrow morning. The drug will be sprayed into the air to kill Kovid-19. Share this information with all your friends, relatives and your families in Bengaluru… Thank you!",fake
223,"A single-stage laser-based device for automatic cleaning of metal surfaces can help prevent corrosion

Description: https://t.co/ZyqtlrXuHP https://t.co/6NR1CjcUnU",non-hostile
224,"# News_Assist | The country gave a tearful farewell to former President Pranab Mukherjee. Last concert in New Delhi with full military honors.

India said - The Chinese Army acted in provocation in eastern Ladakh on 29, 30 and 31 August amidst ongoing negotiations.

https://t.co/uzEFxv1hgW",non-hostile
225,#ReportForSSR | Will the black truth of the colored world be revealed in the investigation? Watch 'Mahabharata' with Sucharita Kukreti on Republic India LIVE: https://t.co/G945HvRmSx https://t.co/za4ksxrm22,non-hostile
226,86 thousand 449 crore revenue collection from GST in August https://t.co/SSYrHC1XOu,non-hostile
227,There is a video of terrorists caught at Nagpur's bus stand.,fake
228,"Corona broke my faith
in religion - a fake news is going on in the social media in the name of former Sarsanghchalak @DrMohanBhagwat ji of Mohan Bhagwat. The former Sarsanghchalak has not given any such statement. It is a conspiracy of the forces that break the society to achieve their goals, of society, of anarchy, anarchy, and an attempt to disintegrate society.",fake
229,"Tight security arrangements for Amarnath Yatra, from armored vehicles to jammers

https://t.co/3UldmGCxzM",non-hostile
230,"So far, more than 27,74,801 corona cases have been recovered and 4,23,07,914 sample tests have been done

across the country. Know what is the status of #

COVID19
nationwide #IndiaFightsCorona #CoronaWatch https://t.co / nokt3B0Hvp",non-hostile
231,#ReportForSSR | 2 drug dealers named Riya Chakraborty's brother Shouvik in NCB inquiry - sources https://t.co/3ZWM34XgGR,non-hostile
